Mensagem,solicita_senha,solicita_codigo_autenticacao,solicita_dados_bancarios,solicita_dados_pessoais,solicita_dados_cartao,solicita_atualizacao_cadastro,solicita_pagamento,solicita_clique,solicita_ligacao,menciona_bloqueio_conta,carga_emocional,possui_urgencia,possui_ameaca,possui_linguagem_alarmista,possui_recompensa,possui_reembolso,possui_vantagem_inesperada,possui_oferta_financeira,possui_url,possui_url_encurtada,possui_telefone,possui_pix,possui_erros_ortografia_gramatica,possui_chamada_acao,possivel_golpe,Coluna 27
"Pessoal, preciso pedir uma coisa importante: quem ainda não confirmou presença, por favor me avise hoje. Estou tentando organizar tudo.",0,0,0,0,0,0,0,0,0,0,Médio,1,0,0,0,0,0,0,0,0,0,0,0,1,0,
Finalmente chegou o dia! Estou contando as horas para encontrar todo mundo. Vai ser muito especial para mim.,0,0,0,0,0,0,0,0,0,0,Alto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Fiquei muito triste com o que aconteceu ontem. Não esperava que as coisas terminassem daquele jeito.,0,0,0,0,0,0,0,0,0,0,Alto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Atenção, pessoal! A programação mudou e o horário do encontro foi alterado para as 19h. Avisem quem ainda não viu.",0,0,0,0,0,0,0,0,0,0,Médio,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
"Meu coração quase saiu pela boca quando recebi a ligação! No fim deu tudo certo, mas foi um baita susto.",0,0,0,0,0,0,0,0,0,0,Alto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Estou tão feliz que precisava compartilhar isso com vocês. Depois de tanta espera, finalmente aconteceu!",0,0,0,0,0,0,0,0,0,0,Alto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Se você estiver disponível hoje, queria muito conversar pessoalmente. Tem algumas coisas que prefiro falar olhando nos seus olhos.",0,0,0,0,0,0,0,0,0,0,Alto,1,0,0,0,0,0,0,0,0,0,0,0,1,0,
Que situação assustadora... Recebi a notícia agora e ainda estou tentando entender tudo o que aconteceu.,0,0,0,0,0,0,0,0,0,0,Alto,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
"Pessoal, muito obrigado por ontem. Vocês não imaginam o quanto aquele momento significou para mim. Foi realmente inesquecível.",0,0,0,0,0,0,0,0,0,0,Alto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Sinceramente, estou cansado de ter que explicar a mesma coisa toda vez. Parece que ninguém presta atenção no que eu falo.",0,0,0,0,0,0,0,0,0,0,Alto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Que absurdo! Vocês conseguem complicar até a coisa mais simples. Estou realmente irritado com essa situação.,0,0,0,0,0,0,0,0,0,0,Alto,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
Parabéns pelo péssimo atendimento. Era exatamente o tipo de dor de cabeça que eu precisava hoje.,0,0,0,0,0,0,0,0,0,0,Alto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Estou profundamente decepado. Depois de tudo que foi combinado, vocês simplesmente fizeram o contrário.",0,0,0,0,0,0,0,0,0,0,Alto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Não aguento mais essa enrolação. Se ninguém vai resolver, então pelo menos tenham a coragem de falar isso claramente.",0,0,0,0,0,0,0,0,0,0,Alto,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
É impressionante como algumas pessoas conseguem ignorar completamente o óbvio e ainda agir como se estivessem certas.,0,0,0,0,0,0,0,0,0,0,Alto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Que raiva! Passei o dia inteiro tentando resolver isso e no final descobri que o problema nem era comigo.,0,0,0,0,0,0,0,0,0,0,Alto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Estou indignado com o que aconteceu. Não é possível tratar alguém dessa maneira e simplesmente fingir que está tudo normal.,0,0,0,0,0,0,0,0,0,0,Alto,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
"Sério mesmo? Depois de tudo que eu fiz para ajudar, essa é a forma como vocês resolvem me agradecer?",0,0,0,0,0,0,0,0,0,0,Alto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Já perdi completamente a paciência. Se isso continuar desse jeito, não vejo motivo para continuar tentando resolver na conversa.",0,0,0,0,0,0,0,0,0,0,Alto,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
Estou revoltado. Prometeram uma coisa e fizeram outra completamente diferente. Isso é simplesmente ridículo.,0,0,0,0,0,0,0,0,0,0,Alto,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
Tem dias em que parece que algumas pessoas fazem questão de tornar tudo mais difícil. Hoje foi exatamente assim.,0,0,0,0,0,0,0,0,0,0,Alto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Sinceramente, que decepção. Eu esperava muito mais de vocês e me arrependo de ter confiado nessa situação.",0,0,0,0,0,0,0,0,0,0,Alto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Não vou fingir que está tudo bem. Estou muito irritado e acho que vocês precisam assumir a responsabilidade pelo que aconteceu.,0,0,0,0,0,0,0,0,0,0,Alto,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
"Impressionante. Quando preciso de ajuda, ninguém aparece. Depois, quando tudo está resolvido, aparece gente querendo dar opinião.",0,0,0,0,0,0,0,0,0,0,Alto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Estou com tanta raiva que prefiro nem continuar essa conversa agora. Melhor cada um respirar e conversar depois.,0,0,0,0,0,0,0,0,0,0,Alto,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
Não acredito que vocês fizeram isso de novo. É inacreditável a falta de atenção e responsabilidade nessa situação.,0,0,0,0,0,0,0,0,0,0,Alto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Ah, claro... porque aparentemente seguir o combinado era pedir demais. Realmente, fica difícil levar isso a sério.",0,0,0,0,0,0,0,0,0,0,Alto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Estou farto dessa situação. Todo mundo reclama, ninguém resolve e no final sobra para quem tentou fazer tudo certo.",0,0,0,0,0,0,0,0,0,0,Alto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Que ótimo... mais um problema para resolver. Exatamente o que faltava para transformar meu dia em um desastre completo.,0,0,0,0,0,0,0,0,0,0,Alto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Não tenho mais paciência para desculpa. Quero uma solução, porque conversar sobre o mesmo problema pela décima vez já passou dos limites.",0,0,0,0,0,0,0,0,0,0,Alto,1,0,0,0,0,0,0,0,0,0,0,0,1,0,
É difícil não ficar revoltado quando você faz tudo corretamente e mesmo assim precisa pagar pelos erros dos outros.,0,0,0,0,0,0,0,0,0,0,Alto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Sinceramente? Cansei. Se continuar desse jeito, vou simplesmente parar de perder meu tempo tentando resolver isso.",0,0,0,0,0,0,0,0,0,0,Alto,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
"Estou extremamente irritado com essa situação. Não quero mais ouvir justificativas, quero que alguém finalmente resolva isso.",0,0,0,0,0,0,0,0,0,0,Alto,1,0,0,0,0,0,0,0,0,0,0,0,1,0,
"Oi, <NOME>! Faz tempo que a gente não conversa. Senti saudade, vamos marcar alguma coisa qualquer dia desses?",0,0,0,0,0,0,0,0,0,0,Médio,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
"<NOME>, fiquei muito feliz com a notícia! Você realmente merecia depois de tanto esforço.",0,0,0,0,0,0,0,0,0,0,Médio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Gente, acho que vou chegar um pouco mais tarde hoje. O trânsito está bem complicado por aqui.",0,0,0,0,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Nossa, que alívio! Finalmente consegui resolver aquele problema que estava me incomodando há dias.",0,0,0,0,0,0,0,0,0,0,Médio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Você consegue me mandar aquele documento quando tiver um tempinho? Preciso dele para terminar uma coisa aqui.,0,0,0,0,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
"Confesso que fiquei meio chateado com o que aconteceu ontem, mas acho que dá para conversarmos tranquilamente.",0,0,0,0,0,0,0,0,0,0,Médio,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
"Pessoal, só passando para avisar que o encontro foi confirmado para sábado às 15h. Espero vocês por lá!",0,0,0,0,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Cara, você não sabe a felicidade que eu senti quando vi o resultado. Ainda estou tentando acreditar!",0,0,0,0,0,0,0,0,0,0,Alto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Hoje foi um dia cansativo demais. Vou desligar tudo e descansar um pouco porque realmente preciso.,0,0,0,0,0,0,0,0,0,0,Médio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"<NOME>, quando você puder, me avisa se vai conseguir ir amanhã. Estou tentando organizar tudo direitinho.",0,0,0,0,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
"Acabei de receber a confirmação! Deu tudo certo no final, ainda bem.",0,0,0,0,0,0,0,0,0,0,Médio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Sério, não precisava ter feito isso por mim. Fiquei muito feliz com a surpresa, obrigado mesmo!",0,0,0,0,0,0,0,0,0,0,Alto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Acho que hoje não vou conseguir sair. Estou cansado e prefiro ficar em casa descansando.,0,0,0,0,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Pessoal, mudou o horário da reunião para as 18h. Se alguém tiver algum problema, me avisa.",0,0,0,0,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
Que bom falar com você de novo! A gente precisa parar de deixar tanto tempo passar entre uma conversa e outra.,0,0,0,0,0,0,0,0,0,0,Médio,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
"Fiquei um pouco preocupado porque você não respondeu, mas espero que esteja tudo bem por aí.",0,0,0,0,0,0,0,0,0,0,Médio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Finalmente chegou sexta-feira! Essa semana pareceu durar um mês inteiro.,0,0,0,0,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Obrigado pela ajuda hoje. Pode parecer pouca coisa, mas fez uma diferença enorme para mim.",0,0,0,0,0,0,0,0,0,0,Médio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Acho que tivemos um pequeno problema com o horário, mas já conversei com o pessoal e conseguimos ajustar.",0,0,0,0,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Estou ansioso para amanhã. Faz bastante tempo que não encontro todo mundo junto.,0,0,0,0,0,0,0,0,0,0,Médio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Você viu o que aconteceu hoje? Fiquei surpreso quando soube, não estava esperando por isso.",0,0,0,0,0,0,0,0,0,0,Médio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Se estiver livre mais tarde, me chama. Queria conversar um pouco e colocar o papo em dia.",0,0,0,0,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
"Hoje foi corrido, mas no fim deu tudo certo. Agora é tomar um café e descansar.",0,0,0,0,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Fiquei meio frustrado porque o plano não deu certo, mas podemos tentar de novo outro dia.",0,0,0,0,0,0,0,0,0,0,Médio,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
"Pessoal, só um lembrete: quem ainda não confirmou presença, me avisa até amanhã para eu conseguir organizar tudo.",0,0,0,0,0,0,0,0,0,0,Baixo,1,0,0,0,0,0,0,0,0,0,0,0,1,0,
"O maior evento de Digital Analytics da America Latina! 16/10 em SP. Garanta seu ingresso: https://v.vivoads.online/t2m182l2 Para sair, envie SAIR para 7247",0,0,0,0,0,0,0,1,0,0,Baixo,0,0,0,0,0,0,0,1,0,0,0,1,1,0,
Hoje! o Club 88 recebe Eli Iwasa & Ratier em um all night long exclusivo. Inicio as 19h. Acesso so para convidados. Confirme presenca: https://cli.la/2idtcu,0,0,0,0,0,0,0,1,0,0,Baixo,1,0,0,0,0,0,0,1,1,0,0,1,1,0,
[99Pay]R$3.628 te aguardam! Voce tem R$3.628 pre-aprovados te esperando na 99Pay! Simule no app da 99 > aba 99Pay! (suj. a annalise),0,0,0,0,0,0,0,0,0,0,Médio,0,0,0,1,0,1,1,0,0,0,0,1,1,0,
[99Pay]R$3.628 pre-aprovados na 99Pay! Simples e rapido. Abra o app 99 > aba 99Pay. Dinheiro na conta em ate 1h! (Suj. a analise),0,0,0,0,0,0,0,0,0,0,Médio,1,0,0,1,0,1,1,0,0,0,0,1,1,0,
"[99Pay]<NOME>, temos uma oferta especial pra voce! R$3.628 pre-aprovados na 99Pay. Acesse o app e faca sua simulacao agora. (Suj. a analise)",0,0,0,0,0,0,0,0,0,0,Médio,1,0,0,1,0,1,1,0,0,0,0,1,1,0,
"[99Pay]<NOME>, temos uma oferta especial pra voce! R$7.629 pre-aprovados na 99Pay. Acesse o aplicativo e simule agora. (Suj. a analise)",0,0,0,0,0,0,0,0,0,0,Médio,1,0,0,1,0,1,1,0,0,0,0,1,1,0,
"[99Pay]<NOME>, temos uma oferta especial pra voce! R$9.783 pre-aprovados na 99Pay. Acesse o aplicativo e simule agora. (Suj. a analise)",0,0,0,0,0,0,0,0,0,0,Médio,1,0,0,1,0,1,1,0,0,0,0,1,1,0,
CLUBE GIRO: Chegou a Conta Giro! Ative sua Carteira Digital e aproveite mais beneficios. Acesse: onelink.to/clubegiro,0,0,0,0,0,0,0,1,0,0,Baixo,0,0,0,1,0,1,1,1,1,0,0,1,1,0,
"[Anjun Express]Seu pacote AJ251112106420001 foi entregue com sucesso e recebido por Caixa de correios,Caixa de correios em seu nome.(11)5026-7008",0,0,0,0,0,0,0,0,0,0,Médio,0,0,0,0,0,0,0,0,0,1,0,1,0,1,
"CARTAO CARREFOUR: pode contar com uma nova chance de pedir o seu:* crfbn.co/47rF2S4 Anuidade 0 e uma rede de vantagens! *Suj. a analise. P/ sair, digite PARE",0,0,0,0,0,0,0,1,0,0,Baixo,0,0,0,1,0,1,1,1,1,0,0,1,1,0,
"CARTAO CARREFOUR: recomece agora:* https://crfbn.co/3ZPkKzA. ELETRO em ate 15x sem juros nas lojas Carrefour e anuidade 0! *Suj. a analise. P/ sair, digite PARE",0,0,0,0,0,0,0,1,0,0,Baixo,1,0,0,1,0,1,1,1,1,0,0,1,1,0,
CARTAO CARREFOUR: vc pode contar com Eletro em ATE 15X S/ JUROS nas lojas Carrefour. Peca de novo:* http://crfbn.co/4g3GAFO *Suj. a analise. P/ sair digite PARE,0,0,0,0,0,0,0,1,0,0,Baixo,0,0,0,1,0,1,1,1,1,0,0,1,1,0,
"CARTAO CARREFOUR: peca o seu novamente:* crfbn.co/41xm6QY e conte com anuidade 0 e vantagens exclusivas! *Suj. a analise. P/ sair, digite PARE.",0,0,0,0,0,0,0,1,0,0,Baixo,0,0,0,1,0,1,1,1,1,0,0,1,1,0,
"CARTAO CARREFOUR: peca:* https://crfbn.co/3MME5dt e tenha ELETRO em ate 15x s/ juros nas lojas Carrefour e anuidade 0! *Suj. a analise. P/ sair, digite PARE",0,0,0,0,0,0,0,1,0,0,Baixo,0,0,0,1,0,1,1,1,1,0,0,1,1,0,
"ATENCAO, <NOME> Seu FGTS esta liberado para antecipacao! Consulte agora o valor disponivel e nao fique sem dinheiro. Responda SIM e simule.",0,0,0,0,0,0,0,0,0,0,Médio,1,0,1,1,0,1,1,0,0,0,0,1,1,1,
JURACI limite do cartao consignado foi atualizado e tem novos valores disponiveis. Fale com um consultor : https://w.app/85qpbk,0,0,0,0,0,0,0,1,1,0,Alto,0,0,0,0,0,1,1,1,1,0,0,1,1,1,
Alguns beneficios da sua oferta dependem do pgto em dia.Pague sua fatura e continue aproveitando.Consulte as condicoes da sua Oferta no App Vivo. Pague com PIX.,0,0,0,0,0,0,1,0,0,0,Médio,0,1,1,0,0,0,0,0,0,0,1,1,1,0,
"No Claro Musica vc tem milhoes de musicas para escutar quando e onde quiser, s/ gastar sua internet. Baixe o aplicativo e aproveite! http://bit.ly/2x5qSp9",0,0,0,0,0,0,0,1,0,0,Baixo,0,0,0,1,0,1,0,1,1,0,0,1,1,0,
"Tem uma conta parada do ML? Alugo ela por R$5.000! Rapido, seguro, sem trabalho e com contrato. Fale comigo.WhatsApp:11969708620",0,0,0,0,0,0,0,0,1,0,Médio,1,0,0,1,0,1,1,0,0,1,0,1,1,1,
Acumule em pontos Amazon em todas as compras e parcele em ate 21x sem juros. Peca o seu Cartao Amazon! https://adsclaro.com/Amazon_sms,0,0,0,0,0,0,0,1,0,0,Baixo,0,0,0,1,0,1,1,1,0,0,0,1,1,0,
Compre pecas Genuinas Yamaha online. Aproveite agora mesmo. https://adsclaro.com/YamahaSMS_5,0,0,0,0,0,0,1,1,0,0,Baixo,1,0,0,0,0,0,0,1,0,0,0,1,1,0,
"Olá, caro excelente blogueiro
 

 Sou gerente de marketing em uma empresa de jogos. Gostaria de falar com você sobre cooperação empresarial.
 Podemos lhe oferecer um bom salário e bônus, e precisamos que você impulsione o desenvolvimento comercial da empresa. Estamos muito felizes que você possa se juntar a nós.
 Você pode se juntar a nós entrando em contato com o gerente via WhatsApp: +14504236183",0,0,0,0,0,0,0,0,1,0,Alto,0,0,0,1,0,1,1,0,0,1,0,0,1,1,
"oii amg, tudo bem? eu tenho um canal no whats só com promos de produtinhos de beleza ou outras coisinhas de autocuidado e moda! vou estar deixando o link aqui, caso você queira participar ou dar uma olhada! 
 

 : https://www.whatsapp.com/channel/0029Vapb1SsCsU9UZns73w2Z",0,0,0,0,0,0,0,1,0,0,Baixo,0,0,0,0,0,1,0,1,0,0,0,1,1,0,
"OPORTUNIDADE DE TRABALHO – HOME OFFICE! Vaga: Auxiliar Administrativo (com ou sem experiência) Trabalho 100% remoto – para todas as idades! Horários flexíveis: Segunda a sábado: 7h às 12h OU 13h às 18h30 Ganhos rápidos: Pagamento a cada 3 dias – R$ 300,00! Quer garantir sua vaga? Chama no WhatsApp agora! (34) 99833-5059",0,0,0,0,0,0,0,0,0,0,Médio,0,0,0,0,0,1,1,0,0,1,0,0,1,1,
"VOCÊ FOI ESCOLHIDO, GIROU GANHOU e GELADEIRA BRASTEMP PRATICAMENTE DE GRAÇA. Em comemoração aos 25 anos do mercado livre foi liberado uma roleta de promoção que você pode receber uma GELADEIRA BRASTEMP PRATICAMENTE DE GRAÇA.",0,0,0,0,0,0,0,0,0,0,Alto,0,0,1,1,0,1,1,0,0,0,0,1,0,1,
"Novos jogadores podem reivindicar recompensas exclusivas imediatamente!Transforme sua sala de jogos em um verdadeiro cassino temático! Com a mesa de roleta profissional da Real Poker, sua diversão com os amigos nunca mais será a mesma. Aposte na experiência, gire a roleta e viva momentos dignos de Las Vegas dentro da sua casa! Quer a sua também? Fale agora com nossas especialistas (11) 95653-5294 (11) 97138-0712 #RoletaProfissional #CassinoEmCasa #RealPoker #MesaDeRoleta #CassinoTematico #HomeGame #Diversão #Luxo #Entretenimento #PokerLife #Roleta #DecoraçãoDeLuxo #SalaDeJogos",0,0,0,0,0,0,0,0,0,0,Médio,0,0,0,1,0,1,0,0,0,1,0,0,1,0,
Plataforma lançada recentemente pagando bastante pra novos usuários Depósito mínimo 10 reais Saque mínimo 10 reais Saque rápido link https://79k666.com/?pid=2320849791,0,0,0,0,0,0,1,1,0,0,Médio,0,0,0,1,0,1,1,1,0,0,0,1,1,1,
"Cliente da T-Mobile, agora você pode reivindicar seu upgrade GRATUITO de TELEFONE COM CÂMERA e um cartão SIM pré-pago para sua fidelidade. Ligue para 0845 021 3680. A oferta termina em 28 de fevereiro.",0,0,0,0,0,0,0,0,1,0,Médio,1,0,0,1,0,1,1,0,0,1,0,0,1,1,
VIVO AVISA: Voce recebeu 1 ligacao do numero: 01519996036608 em 10/12.,0,0,0,0,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,1,0,1,0,0,
Use o código 766864 para autenticação do Microsoft.,0,1,0,0,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,1,1,0,
Seu codigo de verificacao para iniciar sessao no Mercado Livre e 744246. Nao o compartilhe com ninguem.,0,1,0,0,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
"https://amazon.com/a/c/r/6kcPheo4oofEqwoV244WnvPV4
  Amazon: Fazer login de SP, BR. Toque no link para responder.",0,0,0,0,0,0,0,1,0,0,Baixo,0,0,0,0,0,0,0,1,0,0,0,1,1,0,
"Com base na sua experiencia em Habilitar o ID Santander no seu aplicativo, de 0 a 10 qual a chance de voce recomendar o Santander a um(a) amigo(a) ou parente?",0,0,0,0,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
"XP Informa: Sua senha foi alterada. NUNCA COMPARTILHE SUA SENHA COM NINGUEM. Caso nao tenha solicitado a alteracao, entre em contato com a central.",0,0,0,0,0,0,0,0,1,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,1,1,0,
Apple Store: Os itens do pedido W1301895556 foram entregues. Esperamos que goste. Para obter mais detalhes: https://www.apple.com/s/bK0X4O3Nk2,0,0,0,0,0,0,0,1,0,0,Baixo,0,0,0,0,0,0,0,1,0,1,0,1,0,0,
O codigo de confirmacao da sua conta da Sony e 662109.,0,1,0,0,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Qual a chance de voce recomendar o Santander a um(a) amigo(a) ou parente? Responda gratis de 0 a 10,0,0,0,0,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,1,1,0,
"iFood: use este codigo para acessar sua conta. Para sua seguranca, nao compartilhe com outras pessoas. 
 Copie o codigo de acesso: 492353",0,1,0,0,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,1,1,0,
Amazon: seu codigo e 133842. Nao compartilhe. Nao solicitou isso? Negar aqui https://amazon.com/z/DemRnAcTL,0,0,0,0,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,1,0,0,0,1,0,0,
Cuidado ao adicionar contatos nas redes sociais: perfis falsos podem acessar suas informacoes para aplicar golpes. #FiqueEsperto e verifique antes de aceitar.,0,0,0,0,0,0,0,0,0,0,Médio,0,0,1,0,0,0,0,0,0,0,0,1,0,0,
"Se precisar, podera agendar as proximas consultas online, sem precisar ligar: https://d.doctoralia.com.br/wl1ig0wc",0,0,0,0,0,0,0,1,0,0,Baixo,0,0,0,0,0,0,0,1,0,0,0,1,0,0,
Correios informa: carteiro saiu para entregar o objeto AC337037231BR. (sair envie PARE),0,0,0,0,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
Chegou a sua vez! Apresente-se em ate 5 minutos e aproveite Rest. Jangada - Campinas Dom <NOME>. Ja conhece o Get In? Baixe o app.,0,0,0,0,0,0,0,0,0,0,Médio,1,0,0,0,0,0,0,0,0,0,0,1,1,0,
"SCPC: CPF***3823 sera negativado em 10 dias.Debito(s):""5117810870023914032-R$1766,42-20/02/25""-Relacao Consumo-BANCO INTER S A/3003 -4070-CDC-ART.43§2o",0,0,0,0,0,0,0,0,0,0,Alto,1,1,1,0,0,0,0,0,0,1,0,1,0,0,
"Santander: Descreva em poucas palavras, qual seu sentimento em relacao ao Banco Santander?",0,0,0,0,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Código da Netflix para confirmar seu número de telefone: 846842. Não compartilhe com ninguém.,0,1,0,0,0,0,0,0,1,0,Baixo,0,0,0,0,0,0,0,0,0,1,0,1,0,0,
"<#>Use o Codigo 218603 para acessar o app Vivo. Nunca forneca este codigo a terceiros, ele e pessoal e intransferivel 9Noa7IA/Y8r",0,1,0,0,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,1,1,0,
"INTER: Novo beneficio liberado pra voce, <NOME>. Acesse o Super App pra desbloquea-lo e saiba mais: https://bit.ly/4lW3xxv",0,0,0,0,0,0,0,1,0,0,Médio,0,0,0,0,0,1,0,1,1,0,0,1,1,0,
"SANTANDER: <NOME>, tentativa de compra no valor de R$359,00, cartao final 4497 em 01/05/2025 no APPLE.COM.BILL, as 14:47. Foi voce quem realizou? Responda 1-SIM ou 2-NAO.",0,0,0,0,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,1,1,0,
"Ola,<NOME> O Banco Master oferece credito com taxa reduzida para servidores do Estado, consulte seu limite disponível. Saiba mais, click https://wa.me/5571996709801.",0,0,0,0,0,0,0,1,1,0,Baixo,0,0,0,0,0,0,1,1,1,1,0,1,1,0,
Seu código de verificação do YouTube é 607742,0,1,0,0,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
"Magalu: Amanha e o Dia de Ouro Junino, 7 e 8/6! Arraia de ofertas em 24x, cafe especial, brinde e caixa surpresa te esperam na loja! Confira https://maga.lu/doj",0,0,0,0,0,0,0,1,0,0,Médio,1,0,0,1,0,1,0,1,1,0,0,1,1,0,
CVC: IMPERDIVEL! Pacotes COMPLETOS saindo de Campinas a partir de 12x de R$161 por pessoa! Consulte destinos disponiveis. Clique aqui: http://cvcbr.com/GxgPSANE,0,0,0,0,0,0,0,1,0,0,Médio,0,0,1,0,0,0,0,1,0,0,0,1,1,0,
Cacau Lover finalize seu cadastro pelo link e tenha beneficios no programa ly.cacaushow.com.br/8UHAGmXW7t,0,0,0,0,0,1,0,0,0,0,Baixo,0,0,0,0,0,0,0,1,1,0,0,1,1,0,
Inter: Voce ganhou R$50 de desconto na sua compra no Inter Shop. Ative seu limite de R$ 800 e use o cupom PRIMEIRA50. https://bit.ly/3GjBfwP,0,0,0,0,0,0,0,1,0,0,Médio,0,0,0,0,0,1,1,1,1,0,0,1,1,0,
CVC: IMPERDIVEL! Navegue c/ MSC Sinfonia em cabine quadrupla. Aproveite que o 3o e 4o passageiros VIAJAM DE GRACA!* Por Tempo limitado http://cvcbr.com/PFzZPRwk,0,0,0,0,0,0,0,1,0,0,Médio,1,0,1,1,0,0,0,1,0,0,0,1,1,0,
"KaBuM: 
  O seu código KaBuM! é 447146.
  Não compartilhe o código com ninguém.",0,1,0,0,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
"VIVO FIBRA: Saiba quem esta conectado ao Wi-Fi, defina momentos de pausa e priorize dispositivos com o app Smart Wi-Fi. Baixe agora: https://v.vivo/swf2/lE8zw",0,0,0,0,0,0,0,1,0,0,Médio,1,0,0,0,0,0,0,1,1,0,0,1,1,0,
"[NESTLE] Foi dada a largada! Participe da promocao de KitKat e concorra a premios exclusivos de F1. Cadastre-se! https://bit.ly/4m7c94f
  P/ SAIR ENVIE SAIR_NCV",0,0,0,0,0,0,0,1,0,0,Baixo,0,0,0,1,0,0,0,1,1,0,0,1,1,0,
"SANTANDER: boa noticia! Vc tem 10 dias sem juros. Como vc manteve seu celular ou CPF cadastrado como chave Pix aqui, nesse mes vc conta com 10 dias sem juros no limite da conta!",0,0,0,0,0,0,0,0,0,0,Médio,0,0,0,0,0,0,1,0,0,0,1,1,0,0,
G-294484 is your Google verification code.,0,1,0,0,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
